#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
ENST00000395573.8	1233	97	0.32700999999999997	4.88561840057373	1	0.295551	noncoding
ENST00000553660.5	785	122	0.35888	6.2242334365844725	1	0.550332	coding
ENST00000556113.1	523	137	0.43967999999999996	5.392167472839356	1	0.947167	coding
ENST00000557659.5	856	68	0.39374	6.702988243103028	1	0.0675425	noncoding
ENST00000216442.12	1599	248	0.46585000000000004	9.359858512878418	1	0.999868	coding
ENST00000553408.5	678	44	0.40424	9.514002418518068	1	0.0268677	noncoding
ENST00000553974.1	661	46	0.3599	5.949757957458496	1	0.0169629	noncoding
ENST00000554087.5	1750	248	0.41402000000000005	9.359858512878418	1	0.999242	coding
ENST00000554236.5	888	180	0.36464	9.950646781921385	1	0.880691	coding
ENST00000555625.5	784	33	0.47776	5.897863960266113	1	0.0139867	noncoding
ENST00000216456.6	1103	172	0.45807	9.9806245803833	1	0.986661	coding
ENST00000554636.1	565	121	0.45405999999999996	5.926624488830566	1	0.840309	coding
ENST00000554659.6	5142	233	0.28518000000000004	9.02075481414795	1	0.873013	coding
ENST00000556461.1	576	78	0.44512	6.836503028869629	1	0.186392	noncoding
ENST00000395159.7	1252	90	0.36878	6.7140718460083	1	0.160534	noncoding
ENST00000555404.5	430	90	0.44641	6.7140718460083	1	0.338176	noncoding
ENST00000555593.5	796	90	0.41657	6.7140718460083	1	0.269142	noncoding
ENST00000555930.6	448	62	0.39851	4.96252155303955	1	0.0963492	noncoding
ENST00000556367.6	572	61	0.39869999999999994	4.96252155303955	1	0.0909947	noncoding
ENST00000360909.8	5890	1069	0.45511	6.808992958068848	1	1	coding
ENST00000553307.5	1430	256	0.44515000000000005	6.811039161682129	1	0.999951	coding
ENST00000554459.5	695	119	0.4716	6.315857887268066	-1	0.0733607	noncoding
ENST00000334869.9	1980	434	0.43621999999999994	6.067414665222167	1	1	coding
ENST00000555699.5	1728	373	0.46576999999999996	5.75661907196045	1	1	coding
ENST00000557434.5	1797	377	0.41572	5.893089485168456	1	1	coding
ENST00000261531.12	2129	537	0.47253000000000006	9.524897575378418	1	1	coding
ENST00000554775.5	1687	375	0.46929	9.710759925842286	1	1	coding
ENST00000555761.5	1855	572	0.45869	9.68703556060791	1	1	coding
ENST00000394366.6	1638	273	0.4375	11.585307121276855	1	0.999531	coding
ENST00000553369.5	613	139	0.38726	10.115685844421385	1	0.671654	coding
ENST00000553548.5	526	100	0.3617	10.097118949890135	1	0.188211	noncoding
ENST00000553635.5	1412	270	0.4356	11.656802558898928	1	0.999361	coding
ENST00000554021.1	567	139	0.46677	10.115685844421385	1	0.939588	coding
ENST00000554465.5	3044	146	0.3528	11.999967765808105	1	0.340254	noncoding
ENST00000555349.5	565	125	0.47281000000000006	10.104339408874512	1	0.894067	coding
ENST00000555547.5	2057	146	0.41292999999999996	11.999967765808105	1	0.690931	coding
ENST00000556184.5	2443	146	0.40188999999999997	11.999967765808105	1	0.622362	coding
ENST00000556330.5	546	78	0.45332	11.62959690093994	-1	0.194514	noncoding
ENST00000556436.1	611	67	0.41733	5.0871694564819325	1	0.145333	noncoding
ENST00000556587.5	1863	145	0.40992000000000006	11.999967765808105	1	0.660907	coding
ENST00000556647.1	644	146	0.47739	11.999967765808105	1	0.947576	coding
ENST00000557154.6	1496	273	0.44383	11.585307121276855	1	0.999651	coding
ENST00000216554.8	5710	432	0.38098	5.411720085144043	1	1	coding
ENST00000392715.6	3417	432	0.43644	5.411720085144043	1	1	coding
ENST00000558506.1	4384	432	0.41562	5.411720085144043	1	1	coding
ENST00000558800.1	552	48	0.41718999999999995	9.359922981262208	-1	0.0694433	noncoding
ENST00000559249.5	704	98	0.41364	8.583465766906738	1	0.324178	noncoding
ENST00000560200.5	776	98	0.41347000000000006	8.583465766906738	1	0.323561	noncoding
ENST00000560338.5	580	101	0.43813	9.328333473205568	-1	0.107699	noncoding
ENST00000560763.5	723	98	0.39844999999999997	8.583465766906738	1	0.272033	noncoding
ENST00000561406.1	384	45	0.42917	9.997515296936037	1	0.0428364	noncoding
ENST00000561439.1	719	147	0.45185000000000003	5.0784730911254865	-1	0.130735	noncoding
ENST00000343455.8	10384	1923	0.43156	5.465546607971191	1	1	coding
ENST00000526495.6	10315	1923	0.43156	5.465546607971191	1	1	coding
ENST00000527416.2	691	124	0.45713	9.737643241882324	1	0.839027	coding
ENST00000541352.5	5621	1830	0.4722799999999999	5.497660636901855	1	1	coding
ENST00000556681.1	310	86	0.43102999999999997	4.885732078552246	-1	0.0418506	noncoding
ENST00000696735.1	2822	821	0.47996	5.0082201004028315	1	1	coding
ENST00000311141.7	1383	235	0.40554	8.784929466247558	1	0.998491	coding
ENST00000553724.1	2816	128	0.3376	10.076940345764157	1	0.316742	noncoding
ENST00000554757.1	2013	83	0.29223	6.879245948791504	1	0.0655185	noncoding
ENST00000555501.1	4453	167	0.31809000000000004	5.563878059387206	1	0.915038	coding
ENST00000554353.1	556	65	0.31544	6.008529472351074	1	0.0382626	noncoding
ENST00000651891.1	1047	234	0.45282	5.681648445129395	1	0.999911	coding
ENST00000652337.1	3154	936	0.43951	6.889533805847169	1	1	coding
ENST00000652509.1	2183	623	0.46259	8.628335762023926	1	1	coding
ENST00000697177.1	1539	367	0.49068	6.324724769592286	1	1	coding
ENST00000302216.12	2560	580	0.43707	8.202522087097169	1	1	coding
ENST00000318308.10	1384	307	0.39809	8.498947715759279	1	0.999965	coding
ENST00000554602.5	652	72	0.36213	6.542474937438965	-1	0.0442537	noncoding
ENST00000555851.6	502	47	0.42944	8.882663536071778	1	0.035078	noncoding
ENST00000556000.5	2092	581	0.4649	6.942507743835448	1	1	coding
ENST00000556945.5	2075	606	0.46597	8.202522087097169	1	1	coding
ENST00000557605.1	634	45	0.47207	9.58994617462158	1	0.0729855	noncoding
ENST00000262319.11	3314	838	0.41716000000000003	5.541085624694824	1	1	coding
ENST00000568240.1	1327	104	0.38478999999999997	5.278262138366698	1	0.51847	coding
ENST00000569744.1	575	64	0.33237	11.168196678161618	1	0.0425627	noncoding
ENST00000304743.7	12865	2342	0.37983	6.797681999206542	1	1	coding
ENST00000439984.7	6988	2231	0.44256000000000006	6.653936195373537	1	1	coding
ENST00000553508.5	645	178	0.47784000000000004	5.17504253387451	1	0.997085	coding
ENST00000554691.5	4204	1130	0.45298999999999995	6.605850410461426	1	1	coding
ENST00000556272.1	2942	426	0.38804	9.08548107147217	1	1	coding
ENST00000556516.1	583	157	0.42608	9.389642906188964	1	0.937908	coding
ENST00000554182.5	760	140	0.46312000000000003	4.358323097229005	1	0.98042	coding
ENST00000555181.6	2169	140	0.38588	4.358323097229005	1	0.955383	coding
ENST00000556095.5	3834	140	0.37494	4.358323097229005	1	0.944249	coding
ENST00000536315.6	2993	724	0.46601000000000004	6.871515846252441	1	1	coding
ENST00000556178.5	2118	584	0.48170999999999997	7.637364387512207	1	1	coding
ENST00000554308.5	2515	541	0.46699	4.698333930969238	1	1	coding
ENST00000554574.1	1944	247	0.42595	4.902670097351074	1	0.999973	coding
ENST00000554684.5	4108	821	0.44319	4.776714897155761	1	1	coding
ENST00000554943.6	4416	834	0.44249	4.831166648864746	1	1	coding
ENST00000555462.5	3236	595	0.3983	5.03163776397705	1	1	coding
ENST00000555718.5	819	220	0.44766	5.297246360778809	-1	0.339223	noncoding
ENST00000557382.1	844	62	0.36741999999999997	10.517259407043458	1	0.0501838	noncoding
ENST00000262238.10	6534	415	0.35621	5.801976585388183	1	1	coding
ENST00000554579.1	826	110	0.36426000000000003	9.815778923034667	1	0.272197	noncoding
ENST00000554804.1	1114	140	0.40723	8.256997871398926	1	0.818889	coding
ENST00000651219.1	931	119	0.43681000000000003	9.851043128967284	1	0.712413	coding
ENST00000704485.1	2024	161	0.38462	9.821967887878415	1	0.851864	coding
ENST00000338631.10	2445	615	0.43449	8.371364784240725	1	1	coding
ENST00000457657.5	4815	1302	0.47283000000000003	6.326941490173341	1	1	coding
ENST00000473758.5	3540	190	0.37705	10.694805335998534	1	0.920081	coding
ENST00000553501.1	716	118	0.36894	4.265107154846191	1	0.805605	coding
ENST00000553721.5	610	116	0.42819	4.720955848693847	1	0.868536	coding
ENST00000554979.1	366	87	0.46565	4.0500284194946286	1	0.615318	coding
ENST00000555807.1	928	28	0.42272	8.024589347839356	1	0.00901393	noncoding
ENST00000556052.1	746	28	0.46324	8.024589347839356	1	0.0128553	noncoding
ENST00000557039.1	727	28	0.41258	8.024589347839356	1	0.00829758	noncoding
ENST00000557515.5	2751	583	0.3918499999999999	7.2200525283813475	1	1	coding
ENST00000605057.6	4460	1284	0.48164999999999997	5.7644060134887685	1	1	coding
ENST00000267622.8	9996	1980	0.48001	5.184477806091308	1	1	coding
ENST00000554357.5	5246	1662	0.41306	5.225117683410643	1	1	coding
ENST00000555105.1	769	81	0.28298	4.556577491760254	1	0.200687	noncoding
ENST00000555516.6	564	67	0.41263	5.280194664001464	-1	0.0269461	noncoding
ENST00000216714.8	1453	319	0.42571	8.325656700134278	1	0.999995	coding
ENST00000398030.8	1387	319	0.42571	8.325656700134278	1	0.999995	coding
ENST00000553555.5	1603	319	0.38614	8.325656700134278	1	0.999973	coding
ENST00000555414.5	1437	319	0.42323000000000005	8.325656700134278	1	0.999994	coding
ENST00000557159.5	1803	59	0.38704	11.105340003967282	1	0.0540937	noncoding
ENST00000216727.9	1811	307	0.4184	5.035616493225096	1	0.999999	coding
ENST00000397276.6	2768	297	0.36089000000000004	4.9332494735717765	1	0.999992	coding
ENST00000557702.5	778	169	0.38188	9.296357154846191	1	0.900155	coding
ENST00000433497.5	3047	242	0.28159	5.018223762512206	1	0.997819	coding
ENST00000539826.6	4881	1503	0.4344	6.181547355651855	1	1	coding
ENST00000554090.1	543	137	0.43570000000000003	5.282184028625487	-1	0.0951267	noncoding
ENST00000557643.1	872	140	0.37088	6.041211891174316	-1	0.0837501	noncoding
ENST00000216774.11	2187	505	0.47673999999999994	8.87163944244385	1	1	coding
ENST00000555557.5	1949	456	0.47750000000000004	9.022108650207517	1	1	coding
ENST00000555746.6	2304	448	0.47619	7.605023002624513	1	1	coding
ENST00000677561.1	1814	452	0.45982	8.781254768371582	1	1	coding
ENST00000678519.1	2107	401	0.46572	8.442860221862794	1	1	coding
ENST00000216780.9	2179	641	0.44527999999999995	7.568816566467286	1	1	coding
ENST00000396973.8	1830	442	0.40589	8.454786872863771	1	1	coding
ENST00000557969.1	525	169	0.43104	7.083013725280761	-1	0.134484	noncoding
ENST00000326009.9	2570	503	0.36737	6.738455772399903	1	1	coding
ENST00000396941.8	2402	521	0.37587	5.734792900085449	1	1	coding
ENST00000446197.8	4304	547	0.35603	5.966980171203613	1	1	coding
ENST00000558624.1	2627	187	0.37095	9.740479850769042	1	0.929199	coding
ENST00000558706.5	641	71	0.37688999999999995	10.004864692687988	-1	0.130218	noncoding
ENST00000559115.5	2711	547	0.39091	5.966980171203613	1	1	coding
ENST00000559144.1	1011	187	0.4161500000000001	9.740479850769042	1	0.980493	coding
ENST00000559472.1	843	76	0.35613	6.71850528717041	1	0.0697614	noncoding
ENST00000560171.5	590	60	0.35430999999999996	9.801273536682128	-1	0.133911	noncoding
ENST00000261479.9	1023	247	0.48575	6.347630882263183	1	0.999949	coding
ENST00000540871.5	912	228	0.4747	6.739933586120606	1	0.999795	coding
ENST00000627895.2	484	108	0.44386	9.299773979187012	1	0.604256	coding
ENST00000216799.9	838	209	0.45148	5.528069496154784	1	0.999573	coding
ENST00000419198.6	953	209	0.43129999999999996	5.528069496154784	1	0.999459	coding
ENST00000560403.5	872	135	0.39843000000000006	5.8919527053833	1	0.868427	coding
ENST00000558191.1	561	119	0.46141	11.124035835266113	1	0.808783	coding
ENST00000559797.1	1007	302	0.48779999999999996	5.107176780700683	-1	0.773051	coding
ENST00000560032.1	661	130	0.4472	9.889337348937985	-1	0.174064	noncoding
ENST00000611366.5	2276	548	0.45183999999999996	5.00384349822998	1	1	coding
ENST00000619469.4	2720	329	0.38552000000000003	4.978948020935058	1	1	coding
ENST00000620473.4	2405	548	0.4586	5.00384349822998	1	1	coding
ENST00000261789.9	2200	607	0.4326	6.701339912414551	1	1	coding
ENST00000396854.8	2055	490	0.38886	6.571803855895996	1	1	coding
ENST00000528895.5	961	300	0.40513	5.73087100982666	-1	0.522209	coding
ENST00000531406.1	1089	156	0.42662000000000005	5.689833259582519	1	0.978564	coding
ENST00000307712.11	3843	766	0.46359	6.639669609069825	1	1	coding
ENST00000545328.6	2734	737	0.47037999999999996	7.230908775329591	1	1	coding
ENST00000625395.1	261	87	0.41592999999999997	5.422576332092285	1	0.340067	noncoding
ENST00000355299.8	1972	349	0.46224	6.795635795593261	1	1	coding
ENST00000399440.7	1595	349	0.46562	6.795635795593261	1	1	coding
ENST00000557854.5	2025	428	0.40533	8.7840913772583	1	1	coding
ENST00000558701.1	402	76	0.43398	9.137507057189943	1	0.172795	noncoding
ENST00000560517.1	719	79	0.34574	5.164243125915527	1	0.128263	noncoding
ENST00000216832.9	3537	718	0.40447	6.71071834564209	1	1	coding
ENST00000553331.5	656	125	0.43623999999999996	9.682651710510253	1	0.771275	coding
ENST00000554902.5	583	83	0.40121	5.184875679016112	-1	0.0339566	noncoding
ENST00000372409.8	2689	705	0.47318	7.092960548400878	1	1	coding
ENST00000479348.2	1324	271	0.35051	6.7441396713256845	1	0.999614	coding
ENST00000642498.1	2131	451	0.45155	5.537447929382323	1	1	coding
ENST00000643502.1	1310	205	0.44731	5.871490669250488	1	0.999266	coding
ENST00000651619.1	1909	475	0.45239	5.668120765686036	1	1	coding
ENST00000252015.3	3162	798	0.48144	7.540112876892091	1	1	coding
ENST00000451813.6	3138	790	0.48148	7.540112876892091	1	1	coding
ENST00000372285.8	1682	278	0.3828	5.489703178405762	1	0.999978	coding
ENST00000466205.5	822	123	0.43596999999999997	6.713162422180175	1	0.791105	coding
ENST00000695669.1	1185	232	0.30616	5.868421363830565	1	0.994395	coding
ENST00000695671.1	731	238	0.43977	5.122409629821777	1	0.999951	coding
ENST00000695673.1	1731	81	0.31906	10.089640617370605	1	0.0635087	noncoding
ENST00000695674.1	1154	64	0.40552	4.0500284194946286	1	0.202073	noncoding
ENST00000695675.1	3339	64	0.30781000000000003	4.0500284194946286	1	0.100797	noncoding
ENST00000359226.6	2036	220	0.39602000000000004	8.926244163513186	1	0.995099	coding
ENST00000374385.10	2267	300	0.39247	9.095860481262207	1	0.999895	coding
ENST00000397554.5	3638	222	0.34973	9.314924049377442	1	0.972942	coding
ENST00000424405.5	758	249	0.47695	8.988198280334473	-1	0.454914	noncoding
ENST00000497717.5	471	110	0.34859	7.838598060607911	1	0.247415	noncoding
ENST00000373030.8	1754	438	0.49340999999999996	5.137074089050292	1	1	coding
ENST00000373039.4	1599	438	0.46880999999999995	5.137074089050292	1	1	coding
ENST00000476986.1	307	55	0.47853000000000007	6.70941104888916	1	0.0558811	noncoding
ENST00000344795.8	1069	130	0.34721	4.796551704406738	1	0.797124	coding
ENST00000483815.5	1170	88	0.34721	6.544293785095214	1	0.120749	noncoding
ENST00000494506.1	874	60	0.35164999999999996	4.385492134094237	1	0.0724878	noncoding
ENST00000371564.8	7519	922	0.31081000000000003	6.590844917297363	1	1	coding
ENST00000396009.7	7437	926	0.39078	6.865831947326661	1	1	coding
ENST00000372824.5	2223	169	0.35994000000000004	7.802237892150879	1	0.890805	coding
ENST00000372826.6	854	83	0.45544	8.112072944641113	1	0.264315	noncoding
ENST00000490798.6	943	144	0.46430000000000005	9.549653434753417	1	0.947556	coding
ENST00000537323.5	1910	331	0.40547	9.283979225158692	1	0.999986	coding
ENST00000674318.1	1168	81	0.47008999999999995	5.325211143493653	1	0.313716	noncoding
ENST00000372806.8	6366	488	0.36837	4.973377799987793	1	1	coding
ENST00000474717.3	6286	412	0.36837	4.9464929580688475	1	1	coding
ENST00000487587.3	1890	81	0.33198	10.255066490173338	1	0.0713182	noncoding
ENST00000488618.2	3022	81	0.35258	10.255066490173338	1	0.0869361	noncoding
ENST00000415828.5	1236	345	0.46670999999999996	5.616454124450684	-1	0.837823	coding
ENST00000493039.5	2234	375	0.37021	5.748491096496582	1	1	coding
ENST00000346249.9	2310	207	0.34780999999999995	5.257800102233887	1	0.99613	coding
ENST00000348257.9	2237	187	0.31911	5.345673179626464	1	0.974139	coding
ENST00000474176.2	4053	122	0.28085000000000004	9.547654914855958	1	0.147422	noncoding
ENST00000360864.9	5249	199	0.30773	4.9284181594848615	1	0.988668	coding
ENST00000470551.1	5287	168	0.28090000000000004	5.387790870666504	1	0.896134	coding
ENST00000703637.1	4037	259	0.28018000000000004	10.47251834869385	1	0.804034	coding
ENST00000370823.8	3747	407	0.32664	9.524317359924318	1	0.999933	coding
ENST00000466933.1	667	114	0.33236	11.327498054504396	1	0.165238	noncoding
ENST00000471352.5	785	230	0.3025	10.186214256286618	1	0.839533	coding
ENST00000488748.1	590	69	0.4036600000000001	6.699521064758301	1	0.0794629	noncoding
ENST00000370858.3	925	150	0.42635	8.239978218078615	1	0.923076	coding
ENST00000370861.1	773	179	0.4555	8.541110038757324	1	0.991584	coding
ENST00000370873.9	962	249	0.45016	8.59642391204834	1	0.999845	coding
ENST00000484488.5	1023	167	0.39615999999999996	8.90458278656006	1	0.92945	coding
ENST00000486193.1	548	40	0.45558000000000004	11.999967765808105	1	0.0578316	noncoding
ENST00000266070.8	8574	2241	0.43589	8.0897668838501	1	1	coding
ENST00000354665.8	2707	563	0.40876	7.065791511535645	1	1	coding
ENST00000395340.5	7551	1190	0.41046000000000005	8.736320304870606	1	1	coding
ENST00000266069.5	4369	229	0.39488	4.922165870666503	1	0.999813	coding
ENST00000497101.1	326	47	0.38044	7.716882133483887	-1	0.042898	noncoding
ENST00000370283.9	3250	407	0.32656	5.461908912658691	1	1	coding
ENST00000395285.3	2697	108	0.32378	11.57073726654053	1	0.119968	noncoding
ENST00000519273.6	3176	294	0.34042	5.247966957092284	1	0.999968	coding
ENST00000519531.5	1490	278	0.3606600000000001	6.964390754699706	1	0.999783	coding
ENST00000549076.1	913	100	0.41992999999999997	9.096891975402833	1	0.378342	noncoding
ENST00000610774.1	5178	171	0.3398	8.25815830230713	1	0.818826	coding
ENST00000618838.4	1623	202	0.39107	7.49515323638916	1	0.992313	coding
ENST00000379070.3	2713	355	0.40032999999999996	8.414107322692871	1	0.999998	coding
ENST00000450570.1	945	250	0.4312	8.928951835632326	-1	0.353327	noncoding
ENST00000460006.6	9076	446	0.27915	6.636486625671388	1	0.999997	coding
ENST00000340852.9	1606	378	0.44295999999999996	6.00369815826416	1	1	coding
ENST00000498035.5	3932	144	0.29624	7.829508018493653	1	0.399903	noncoding
ENST00000619859.1	455	38	0.44909999999999994	10.171064186096192	1	0.042416	noncoding
ENST00000649583.1	2788	271	0.41269	7.7185873031616214	1	0.999915	coding
ENST00000422877.1	834	212	0.45481	6.438800621032715	1	0.999404	coding
ENST00000643747.1	2680	750	0.46865999999999997	6.538439369201661	1	1	coding
ENST00000650089.1	3026	768	0.46286	6.430956840515137	1	1	coding
ENST00000373605.7	1915	119	0.28195000000000003	9.300612068176267	-1	0.161324	noncoding
ENST00000373606.8	1191	119	0.38498999999999994	9.300612068176267	-1	0.131421	noncoding
ENST00000397151.1	1503	119	0.37182	9.300612068176267	-1	0.136542	noncoding
ENST00000397152.7	1539	119	0.34908000000000006	9.300612068176267	-1	0.147604	noncoding
ENST00000380843.9	1542	386	0.4685	8.636265373229982	1	1	coding
ENST00000462967.5	959	205	0.43639	5.774864387512206	1	0.999213	coding
ENST00000466999.1	521	54	0.41489	8.942103385925293	1	0.0435581	noncoding
ENST00000474315.5	1279	388	0.43424999999999997	8.636265373229982	1	1	coding
ENST00000479376.1	436	85	0.43581	4.101581382751465	-1	0.0509893	noncoding
ENST00000488299.5	1620	234	0.36462000000000006	9.226086616516113	1	0.991228	coding
ENST00000491065.1	823	134	0.41521	6.19780330657959	1	0.874981	coding
ENST00000492240.5	964	85	0.32373	4.0500284194946286	1	0.268774	noncoding
ENST00000613370.1	1400	377	0.43578	8.173769187927245	1	1	coding
ENST00000346416.7	2080	588	0.42968000000000006	8.277434349060062	1	1	coding
ENST00000482967.5	840	135	0.40523000000000003	8.746764183044434	1	0.755026	coding
ENST00000496381.5	858	208	0.44799	6.181206321716308	-1	0.249185	noncoding
ENST00000373433.9	3672	327	0.33533	5.725300788879395	1	0.999989	coding
ENST00000471511.1	571	37	0.38980000000000004	8.345384025573733	1	0.0122572	noncoding
ENST00000217455.9	1154	320	0.48973999999999995	7.223860740661622	1	0.999999	coding
ENST00000457981.5	708	33	0.37603	7.716825294494629	1	0.0080559	noncoding
ENST00000484975.5	3059	129	0.28443	9.266057014465332	1	0.187058	noncoding
ENST00000493118.5	2808	189	0.27943	9.84511203765869	1	0.5	coding
ENST00000262197.7	1219	243	0.39898999999999996	10.055730247497557	1	0.997416	coding
ENST00000306735.10	5590	344	0.30827000000000004	8.006860542297364	1	0.999663	coding
ENST00000591612.1	1587	101	0.35348	9.395831871032716	1	0.176637	noncoding
ENST00000593019.1	1551	177	0.3459	4.689296531677246	1	0.985708	coding
ENST00000574538.2	3684	473	0.395	6.392761039733887	1	1	coding
ENST00000574676.1	613	40	0.37054	9.304028892517088	-1	0.0899813	noncoding
ENST00000577166.5	544	90	0.4550600000000001	4.673552131652832	-1	0.05639	noncoding
ENST00000584915.2	698	198	0.47554	5.0880220413208	-1	0.313747	noncoding
ENST00000677752.1	6052	897	0.37163	5.177600288391112	1	1	coding
ENST00000697041.1	4910	387	0.29652	7.599509620666505	1	0.999935	coding
ENST00000320876.11	8833	2006	0.46973999999999994	6.951033592224121	1	1	coding
ENST00000584897.5	4143	763	0.45964	6.259303092956543	1	1	coding
ENST00000642953.1	1263	270	0.43959	8.943586158752442	1	0.999926	coding
ENST00000645355.1	2315	443	0.44784	8.925470542907718	1	1	coding
ENST00000686763.1	3793	434	0.42003000000000007	8.931272697448733	1	1	coding
ENST00000217652.8	958	172	0.4707	4.671562767028808	1	0.997077	coding
ENST00000536605.1	899	178	0.46734000000000003	4.623874855041504	1	0.998192	coding
ENST00000578611.5	1004	172	0.49276	4.671562767028808	1	0.995548	coding
ENST00000579226.5	947	172	0.46180000000000004	4.671562767028808	1	0.99726	coding
ENST00000580887.5	899	178	0.46734000000000003	4.623874855041504	1	0.998192	coding
ENST00000608786.1	738	29	0.32017000000000007	5.823348045349121	1	0.0064097	noncoding
ENST00000325971.12	7764	2468	0.51136	5.313161277770996	1	1	coding
ENST00000506447.5	7960	2538	0.51136	5.308500480651855	1	1	coding
ENST00000513183.1	703	53	0.32729	9.428968620300292	1	0.0228339	noncoding
ENST00000540847.6	2485	542	0.46537	7.954318809509277	1	1	coding
ENST00000589993.5	3284	776	0.49148	8.371751594543461	1	1	coding
ENST00000262173.7	6051	477	0.34692	6.293804359436035	1	1	coding
ENST00000591922.1	581	71	0.38519000000000003	10.903167152404784	1	0.0851435	noncoding
ENST00000592764.5	4108	505	0.42010000000000003	7.817065620422363	1	1	coding
ENST00000262126.9	11284	2063	0.42464	6.566858863830566	1	1	coding
ENST00000359158.7	2250	655	0.46920000000000006	8.037160682678223	-1	0.996074	coding
ENST00000400020.7	9115	2040	0.46488	6.63330364227295	1	1	coding
ENST00000540578.6	1338	331	0.44641000000000003	8.615957832336427	1	0.999999	coding
ENST00000546007.6	978	310	0.41682	6.427375984191894	-1	0.544543	coding
ENST00000577992.1	390	33	0.40662999999999994	11.16600475311279	1	0.0225981	noncoding
ENST00000581758.1	323	71	0.43546	11.027784538269042	1	0.17142	noncoding
ENST00000327155.10	3275	898	0.46982	5.92236156463623	1	1	coding
ENST00000360790.9	2962	903	0.48675999999999997	5.880130195617675	1	1	coding
ENST00000399722.6	3293	898	0.46577	5.92236156463623	1	1	coding
ENST00000581687.1	617	81	0.4041	11.28359508514404	1	0.150407	noncoding
ENST00000583057.1	1195	210	0.40027000000000007	9.34457950592041	1	0.991436	coding
ENST00000339486.8	3574	520	0.46286	5.515337562561034	1	1	coding
ENST00000581220.1	2384	62	0.33979	8.709308052062987	1	0.0305617	noncoding
ENST00000581302.5	3049	425	0.45457	6.102597999572752	1	1	coding
ENST00000581339.1	888	103	0.42648	9.513873481750487	1	0.456019	noncoding
ENST00000584130.1	591	170	0.47824	9.721526145935059	-1	0.268387	noncoding
ENST00000584992.1	396	95	0.45298000000000005	7.919505882263184	1	0.414325	noncoding
ENST00000379059.7	5440	1463	0.47146999999999994	5.607018852233887	1	1	coding
ENST00000379068.8	5487	1469	0.47146999999999994	5.580816078186035	1	1	coding
ENST00000679301.1	2668	479	0.44979	6.350018119812011	1	1	coding
ENST00000372103.1	1085	115	0.46906	6.70241985321045	1	0.74971	coding
ENST00000372106.6	2602	143	0.34747	5.239554786682128	1	0.859903	coding
ENST00000394780.8	4113	1138	0.47777000000000003	6.281470298767091	1	1	coding
ENST00000461669.5	699	138	0.44957	4.370657157897949	1	0.978103	coding
ENST00000623189.1	458	62	0.41931	7.748370933532715	1	0.0589547	noncoding
ENST00000699778.1	2725	574	0.46730999999999995	6.618298149108887	1	1	coding
ENST00000371199.8	8558	498	0.29615	6.2193452835083	1	1	coding
ENST00000497640.1	533	63	0.39875	4.927224540710449	-1	0.0241886	noncoding
ENST00000371144.7	4281	1232	0.47875999999999996	5.267803764343261	1	1	coding
ENST00000371145.8	6179	1269	0.43795	5.337033653259277	1	1	coding
ENST00000371157.7	5991	1232	0.44615	5.267803764343261	1	1	coding
ENST00000455404.6	4344	1232	0.47731999999999997	5.267803764343261	1	1	coding
ENST00000686127.1	5745	786	0.38187000000000004	5.068810462951659	1	1	coding
ENST00000692982.1	5624	1229	0.48377000000000003	5.267803764343261	1	1	coding
ENST00000370009.5	837	221	0.46586	5.33072452545166	1	0.999841	coding
ENST00000393710.7	525	138	0.4182	9.143953895568849	-1	0.140638	noncoding
ENST00000460996.5	908	195	0.46419	6.307957267761232	-1	0.224276	noncoding
ENST00000464845.6	1603	236	0.42378	5.412061119079589	1	0.999906	coding
ENST00000467451.1	743	57	0.38721999999999995	7.801206398010255	1	0.0322211	noncoding
ENST00000477750.6	2467	119	0.33059000000000005	8.906839179992676	1	0.246883	noncoding
ENST00000308167.10	5140	664	0.37694	5.413936805725096	1	1	coding
ENST00000335997.11	4145	664	0.41479	5.413936805725096	1	1	coding
ENST00000330735.7	858	112	0.46834000000000003	9.71733570098877	1	0.775329	coding
ENST00000380084.8	2036	470	0.46868	5.0806898117065415	1	1	coding
ENST00000380087.7	2281	426	0.46214000000000005	4.8922117233276365	1	1	coding
ENST00000404022.5	1904	417	0.44930000000000003	4.918869209289549	1	1	coding
ENST00000416035.1	857	234	0.46184	5.91843967437744	-1	0.377334	noncoding
ENST00000486166.1	1535	123	0.40208999999999995	5.646408271789551	1	0.792168	coding
ENST00000413561.7	1857	202	0.37759	9.14401836395264	1	0.975842	coding
ENST00000445167.7	1739	243	0.35216000000000003	10.546656990051268	1	0.976222	coding
ENST00000635015.1	1008	177	0.4555	9.262317848205566	1	0.989931	coding
ENST00000247140.8	664	171	0.45226	4.914890480041502	1	0.996473	coding
ENST00000376563.6	938	266	0.42852999999999997	5.921224784851074	1	0.999981	coding
ENST00000376566.8	760	171	0.43522000000000005	4.914890480041502	1	0.996035	coding
ENST00000447146.7	1028	266	0.41909	5.921224784851074	1	0.999977	coding
ENST00000472742.6	834	150	0.37596999999999997	5.232108879089354	1	0.941517	coding
ENST00000486150.6	2371	91	0.30677	11.718692207336428	1	0.0681179	noncoding
ENST00000369842.9	1281	255	0.36855	5.294233894348144	1	0.999881	coding
ENST00000468294.5	501	108	0.46173000000000003	4.508662223815918	-1	0.0862568	noncoding
