"ENSEMBL","SYMBOL","gene_type","strand","chrom","dBGLF5_Latent_c2-1","dBGLF5_Late_c2-1","dBGLF5_Latent_c2-2","dBGLF5_Late_c2-2","dBGLF5_Latent_c2-3","dBGLF5_Late_c2-3","log2FoldChange","pvalue","padj","dBGLF5_Latent_groupMean","dBGLF5_Late_groupMean","baseMean"
"ENSG00000116874","WARS2","protein_coding","-","chr1",132.350321822037,45.7821889384819,193.972564876228,50.3264033181943,297.128520512375,99.57639680884,-1.53736852640531,0.000124452390359381,0.000206986468456897,207.81713573688,65.2283296885054,136.522732712693
"ENSG00000116898","MRPS15","protein_coding","-","chr1",15.5706260967103,47.0902514795814,11.4946705111839,61.9401886993161,9.33388022551964,61.4407554777949,2.08935351535789,4.7584484001951e-07,1.14614496583972e-06,12.1330589444713,56.8237318855641,34.4783954150177
"ENSG00000116903","EXOC8","protein_coding","-","chr1",123.267456598956,44.4741263973824,135.06237850641,46.4551415244871,130.674323157275,88.9831631057719,-1.0156409474086,0.00360976558783335,0.00515091448778179,129.668052754214,59.9708103425471,94.8194315483805
"ENSG00000117091","CD48","protein_coding","-","chr1",51.9020869890342,6.54031270549741,57.4733525559193,12.3880377398632,60.6702214658776,26.8361920477725,-1.75649866382979,2.61882193696384e-05,4.74865222594687e-05,56.6818870036104,15.254847497711,35.9683672506607
"ENSG00000117262","GPR89A","protein_coding","+","chr1",46.7118782901308,43.1660638562829,24.4261748362657,30.970094349658,56.0032813531178,93.2204565869991,0.335661013084228,0.385944112124766,0.429700833117256,42.3804448265048,55.7855382643134,49.0829915454091
"ENSG00000117501",NA,NA,NA,NA,0,74.5595648426705,0,51.1006556769358,0,63.5594022184085,8.61049292365887,1.18205212606958e-10,6.29947291576105e-10,0,63.0732075793383,31.5366037896691
"ENSG00000117868","ESYT2","protein_coding","-","chr7",18.165730446162,46.4362202090316,5.74733525559193,51.1006556769358,12.4451736340262,51.5537373549313,1.88994048988277,6.14920491185921e-06,1.22703312624771e-05,12.1194131119267,49.6968710802996,30.9081420961131
"ENSG00000118363","SPCS2","protein_coding","+","chr11",297.139448012221,37.2797824213353,327.59810956874,54.1976651119016,468.249657980235,77.6837138224993,-2.59717563799745,1.48186138358322e-11,9.70147452623021e-11,364.329071853732,56.3870537852454,210.358062819489
"ENSG00000118407","FILIP1","protein_coding","-","chr6",0,32.0475322569373,4.31050144169395,32.5185990671409,3.11129340850655,36.723210170636,3.58465608607981,1.41365284282479e-07,3.77838710895677e-07,2.4739316167335,33.7631138315714,18.1185227241525
"ENSG00000118514","ALDH8A1","protein_coding","-","chr6",5.19020869890342,56.9007205378275,2.87366762779597,52.6491603944187,9.33388022551964,74.8588515016811,3.28127014182569,2.39740861133369e-10,1.2217697529479e-09,5.79925218407301,61.4695774779758,33.6344148310244
"ENSG00000118557",NA,NA,NA,NA,28.5461478439688,26.1612508219897,22.9893410223677,15.485047174829,34.224227493572,36.723210170636,-0.104341682893372,0.769691373154187,0.801800071676709,28.5865721199695,26.1231693891516,27.3548707545605
"ENSG00000118579","MED28","protein_coding","+","chr4",57.0922956879377,37.933813691885,64.6575216254092,52.6491603944187,68.448454987144,117.231786313953,0.110187889190945,0.766863107582464,0.799807107430876,63.3994241001636,69.2715868000857,66.3355054501247
"ENSG00000118816","CCNI","protein_coding","-","chr4",36.331460892324,5.23225016439793,47.4155158586334,3.0970094349658,43.5581077190916,9.88701812286354,-2.66700447624534,2.04540425099243e-09,8.14434312240266e-09,42.435028156683,6.07209257407576,24.2535603653794
"ENSG00000118961","LDAH","protein_coding","-","chr2",94.7213087549875,19.6209381164922,91.9573640894709,22.4533184035021,122.896089636009,21.1864674061362,-2.20570244448706,3.14078243362695e-10,1.55273432719222e-09,103.191587493489,21.0869079753768,62.1392477344329
"ENSG00000119231","SENP5","protein_coding","+","chr3",41.5216695912274,69.3273146782726,51.7260173003274,71.2312170042135,51.336341240358,120.056648634772,0.770087687783714,0.025036383785155,0.0325379917148334,48.1946760439709,86.8717267724192,67.5332014081951
"ENSG00000119314","PTBP3","protein_coding","-","chr9",159.59891749128,31.3935009863876,99.1415331589608,30.1958419909166,155.564670425327,67.0904801194312,-1.56783597859597,4.29968830969148e-05,7.63030981252864e-05,138.101707025189,42.8932743655785,90.497490695384
"ENSG00000119318","RAD23B","protein_coding","+","chr9",44.1167739406791,49.7063765617803,71.8416906948992,86.7162641790425,104.228329184969,142.655547201317,0.292860990549775,0.440241147711062,0.485515158485133,73.3955979401825,93.0260626473799,83.2108302937812
"ENSG00000119408","NEK6","protein_coding","+","chr9",3547.50764570049,32.7015635274871,3655.30522255647,103.749816071354,4278.0284366965,278.248938600588,-4.52612655898824,2.12255267462728e-09,8.41320198469045e-09,3826.94710165115,138.23343939981,1982.59027052548
"ENSG00000119509","INVS","protein_coding","+","chr9",364.612161097966,63.4410332433249,341.96644770772,66.5857028517648,504.02953217806,127.118804436817,-2.12969959425106,2.58460614220356e-08,7.92612550275759e-08,403.536046994582,85.7151801773022,244.625613585942
"ENSG00000119523","ALG2","protein_coding","-","chr9",119.374800074779,75.86762738377,91.9573640894709,108.395330223803,107.339622593476,101.695043549454,-0.140920297994171,0.650598388805162,0.693442672945989,106.223928919242,95.3193337190089,100.771631319125
"ENSG00000119638","NEK9","protein_coding","-","chr14",782.423961359691,109.877253452357,732.785245087971,133.17140570353,927.165435734951,244.35059075077,-2.21207305200962,2.82797470931222e-08,8.62705024760517e-08,814.124880727538,162.466416635552,488.295648681545
"ENSG00000119673","ACOT2","protein_coding","+","chr14",44.1167739406791,26.1612508219897,22.9893410223677,27.8730849146922,46.6694011275982,35.3107790102269,-0.304134794433142,0.377271384648187,0.420580599722596,37.925172030215,29.7817049156363,33.8534384729256
"ENSG00000119689","DLST","protein_coding","+","chr14",5.19020869890342,90.2563153358643,5.74733525559193,125.428882116115,10.8895269297729,189.265775494816,4.11446531826318,1.85966213423897e-15,3.86986834601156e-14,7.27569029475609,134.983657648932,71.129673971844
"ENSG00000119760","SUPT7L","protein_coding","-","chr2",131.052769647311,53.6305641850788,152.304384273186,44.9066368070042,132.229969861528,46.6102282934996,-1.43560917865676,8.01633251768479e-06,1.57444373493405e-05,138.529041260675,48.3824764285275,93.4557588446014
"ENSG00000119878","CRIPT","protein_coding","+","chr2",33.7363565428723,2.61612508219897,31.6103439057556,3.87126179370726,93.3388022551964,12.7118804436817,-2.63463705814897,0.000257495956862953,0.000412010521213249,52.8951675679414,6.39975577319597,29.6474616705687
"ENSG00000119929","CUTC","protein_coding","+","chr10",35.0339087175981,9.81046905824612,34.4840115335516,7.74252358741451,49.7806945361047,14.1243116040908,-1.78233364700458,6.50003640538328e-06,1.29114359506932e-05,39.7662049290848,10.5591014165838,25.1626531728343
"ENSG00000119953","SMNDC1","protein_coding","-","chr10",25.9510434945171,125.57400394555,17.2420057667758,143.236686367168,29.5572873808122,209.039811740544,2.61950982749988,3.92142882782013e-11,2.34338039099831e-10,24.250112214035,159.283500684421,91.7668064492279
"ENSG00000120049","KCNIP2","protein_coding","-","chr10",48.0094304648567,5.23225016439793,60.3470201837153,6.19401886993161,102.672682480716,13.4180960238862,-2.96069637422961,5.31894030208923e-11,3.0786449165735e-10,70.3430443764293,8.28145501940526,39.3122496979173
"ENSG00000120137","PANK3","protein_coding","-","chr5",28.5461478439688,10.4645003287959,34.4840115335516,30.970094349658,21.7790538595458,28.2486232081816,-0.247837252110939,0.507265366286513,0.551773404025404,28.2697377456888,23.2277392955452,25.748738520617
"ENSG00000120158","RCL1","protein_coding","+","chr9",20.7608347956137,18.3128755753928,17.2420057667758,21.6790660447606,24.8903472680524,35.3107790102269,0.225291083716054,0.536163351139523,0.581397976297696,20.9643959434806,25.1009068767934,23.032651410137
"ENSG00000120280","TASL","protein_coding","-","chrX",342.553774127626,13.0806254109948,379.324126869068,6.19401886993161,348.464861752733,25.4237608873634,-4.49220984681538,2.9408710060437e-24,8.56773753094063e-22,356.780920916476,14.8994683894299,185.840194652953
"ENSG00000120333","MRPS14","protein_coding","-","chr1",44.1167739406791,36.6257511507855,37.3576791613476,44.9066368070042,59.1145747616244,40.2542880716587,-0.180739684365992,0.576453451204356,0.621616676560897,46.8630092878837,40.5955586764828,43.7292839821832
"ENSG00000120334","CENPL","protein_coding","-","chr1",230.964287101202,11.1185315993456,155.178051900982,10.8395330223803,196.011484735912,23.3051141467498,-3.59979453613693,1.24397060432909e-18,5.72226477991383e-17,194.051274579366,15.0877262561586,104.569500417762
"ENSG00000120458","MSANTD2","protein_coding","-","chr11",761.663126564078,49.0523452912306,747.153583226951,116.137853811218,944.277549481737,181.497404112566,-2.69399161153499,1.83813041258446e-09,7.45487694013371e-09,817.698086424255,115.562534405005,466.63031041463
"ENSG00000120662","MTRF1","protein_coding","-","chr13",79.1506826582772,104.645003287959,60.3470201837153,122.331872681149,56.0032813531178,168.07930808868,0.926455438090289,0.00619040770101885,0.00855013490591748,65.1669947317035,131.685394685929,98.4261947088164
"ENSG00000120690","ELF1","protein_coding","-","chr13",80.4482348330031,30.0854384452881,37.3576791613476,29.4215896321751,99.5613890722095,45.1977971330905,-0.941775791827458,0.0111448517953861,0.0150317908474806,72.4557676888534,34.9016084035179,53.6786880461856
"ENSG00000120725","SIL1","protein_coding","-","chr5",246.534913197913,58.8628143494767,248.572249804351,79.7479929503695,264.459939723056,135.593391399271,-1.36216441750382,0.00017881927515554,0.00029349867884684,253.189034241773,91.4013995663725,172.295216904073
"ENSG00000120805","ARL1","protein_coding","-","chr12",106.39927832752,13.0806254109948,64.6575216254092,12.3880377398632,110.450916001982,33.8983478498179,-2.11730951250964,3.72835267364965e-07,9.15331527182525e-07,93.8359053183039,19.789003666892,56.812454492598
"ENSG00000120860","WASHC3","protein_coding","-","chr12",18.165730446162,17.658844304843,15.8051719528778,27.8730849146922,14.0008203382795,20.4802518259316,0.386008124407589,0.294558106549147,0.333692527704412,15.9905742457731,22.004060348489,18.997317297131
"ENSG00000120942","UBIAD1","protein_coding","+","chr1",54.497191338486,10.4645003287959,31.6103439057556,3.87126179370726,34.224227493572,17.6553895051135,-1.7572444820461,4.60706957138124e-05,8.15922756917366e-05,40.1105875792712,10.6637172092055,25.3871523942384
"ENSG00000120949","TNFRSF8","protein_coding","+","chr1",36.331460892324,106.607097099608,51.7260173003274,151.753462313324,59.1145747616244,257.768686774657,1.69163577320138,1.9591480867417e-05,3.63544676817886e-05,49.0573509847586,172.04308206253,110.550216523644
"ENSG00000120963","ZNF706","protein_coding","-","chr8",158.301365316554,80.4458462776182,81.899527392185,94.458787766457,166.4541973551,91.8080254265901,-0.542328792113803,0.10774457104841,0.130247240797109,135.551696687947,88.9042198235551,112.227958255751
"ENSG00000121089",NA,NA,NA,NA,568.327852529925,83.7160026303669,477.02882621413,131.622900986047,840.049220296767,211.864674061362,-2.01599048909989,8.91526708147692e-07,2.04781693277551e-06,628.468633013608,142.401192559258,385.434912786433
"ENSG00000121281","ADCY7","protein_coding","+","chr16",67.4727130857445,9.15643778769638,79.0258597643891,6.19401886993161,79.3379819169169,23.3051141467498,-2.4185370799644,1.28096051336117e-08,4.19310669916727e-08,75.2788515890168,12.8851902681259,44.0820209285714
"ENSG00000121390","PSPC1","protein_coding","-","chr13",137.540530520941,55.592657996728,127.878209436921,71.2312170042135,206.901011665685,103.107474709863,-0.941549142172695,0.00725968354677172,0.00998420679760579,157.439917207849,76.6437832369347,117.041850222392
"ENSG00000121579","NAA50","protein_coding","-","chr3",57.0922956879377,13.0806254109948,41.6681806030415,14.7107948160876,63.7815148743842,38.1356413310451,-1.16698947635451,0.0032870327381207,0.00471735076045566,54.1806637217878,21.9756871860425,38.0781754539151
"ENSG00000121594","CD80","protein_coding","-","chr3",1058.8025745763,187.052943377226,1040.26768126214,235.372717057401,1292.74241123447,433.616366245587,-1.86350685307263,3.42400716126557e-06,7.0998392857559e-06,1130.60422235764,285.347342226738,707.975782292187
"ENSG00000121766","ZCCHC17","protein_coding","+","chr1",101.209069628617,35.317688609686,104.888868414553,32.5185990671409,127.563029748768,74.8588515016811,-1.11490133885627,0.00224736419710374,0.00327366051378111,111.220322597313,47.565046392836,79.3926844950743
"ENSG00000121774","KHDRBS1","protein_coding","+","chr1",181.65730446162,111.185315993456,175.293725295554,148.656452878359,214.679245186952,233.757357047702,-0.184504883656771,0.582553629258325,0.627034325088394,190.543424981375,164.533041973172,177.538233477274
"ENSG00000121931","LRIF1","protein_coding","-","chr1",206.310795781411,148.465098414791,149.43071664539,165.690004770671,236.458299046498,300.847837167134,0.0486667894256991,0.891005036634189,0.910805148559393,197.399937157766,205.000980117532,201.200458637649
"ENSG00000121957","GPSM2","protein_coding","+","chr1",36.331460892324,41.8580013151834,40.2313467891435,35.6156085021068,34.224227493572,54.3785996757495,0.223394832572116,0.500364152980696,0.544944884367761,36.9290117250132,43.9507364976799,40.4398741113465
"ENSG00000122026","RPL21","protein_coding","+","chr13",54.497191338486,86.3321277125658,64.6575216254092,88.2647688965254,79.3379819169169,170.197954829294,0.713684774719824,0.0440905288134643,0.0554861370525094,66.1642316269374,114.931617146128,90.5479243865329
"ENSG00000122033","MTIF3","protein_coding","-","chr13",57.0922956879377,19.6209381164922,71.8416906948992,45.6808891657456,52.8919879446113,63.5594022184085,-0.429055953944467,0.243844128874937,0.281160644639439,60.6086581091494,42.9537431668821,51.7812006380157
"ENSG00000122194","PLG","protein_coding","+","chr6",3.89265652417757,35.317688609686,0,54.971917470643,4.66694011275982,96.0453189078173,4.23646617603126,6.31743254088539e-10,2.86827846271888e-09,2.85319887897913,62.1116416627154,32.4824202708473
"ENSG00000122223","CD244","protein_coding","-","chr1",12.9755217472586,17.658844304843,38.7945129752455,15.485047174829,24.8903472680524,24.0113297269543,-0.351075435870487,0.345002128138734,0.387324161841045,25.5534606635188,19.0517404022088,22.3026005328638
"ENSG00000122224","LY9","protein_coding","+","chr1",57.0922956879377,7.8483752465969,60.3470201837153,4.64551415244871,84.0049220296767,9.18080254265901,-3.09935332039683,3.36098824338819e-13,3.39595806326159e-12,67.1480793004432,7.22489731390154,37.1864883071724
"ENSG00000122359","ANXA11","protein_coding","-","chr10",188.145065335249,17.0048130342933,132.188710878614,29.4215896321751,214.679245186952,43.0791503924769,-2.47755167181007,4.16346523594292e-10,1.97764598707289e-09,178.337673800272,29.8351843529818,104.086429076627
"ENSG00000122483","CCDC18","protein_coding","+","chr1",73.9604739593738,31.3935009863876,81.899527392185,47.2293938832285,88.6718621424366,81.9210073037265,-0.532828412275344,0.131583036608698,0.156787421944106,81.5106211646651,53.5146340577809,67.512627611223
"ENSG00000122515","ZMIZ2","protein_coding","+","chr7",70.0678174351962,34.6636573391363,74.7153583226951,27.8730849146922,155.564670425327,57.2034619965677,-1.19648842705539,0.00192353317744175,0.00282075167295989,100.11594872774,39.9134014167987,70.0146750722691
"ENSG00000122566","HNRNPA2B1","protein_coding","-","chr7",90.8286522308099,396.342949953143,80.4626935782871,548.170669988947,136.896909974288,902.543511501401,2.47522575002311,1.74583842069557e-09,7.11357939248451e-09,102.729418594462,615.685710481164,359.207564537813
"ENSG00000122643","NT5C3A","protein_coding","-","chr7",54.497191338486,34.0096260685865,37.3576791613476,40.2611226545555,45.1137544233449,48.0226594539086,-0.147289735392113,0.650066094198594,0.693298067516255,45.6562083077261,40.7644693923502,43.2103388500382
"ENSG00000122729","ACO1","protein_coding","+","chr9",28.5461478439688,32.7015635274871,50.2891834864294,27.8730849146922,56.0032813531178,48.7288750341132,-0.255322587125276,0.462049774363842,0.507326008535174,44.9462042278387,36.4345078254308,40.6903560266348
"ENSG00000122741","DCAF10","protein_coding","+","chr9",57.0922956879377,124.265941404451,66.0943554393072,137.816919855978,62.2258681701309,158.192289965817,1.10141184575731,0.000676990679216429,0.00104538843398438,61.8041730991253,140.091717075415,100.94794508727
"ENSG00000122965","RBM19","protein_coding","-","chr12",83.0433391824548,17.0048130342933,45.9786820447355,34.8413561433653,94.8944489594496,56.4972464163631,-0.92063310161029,0.0195741578465468,0.0257647800570511,74.6388233955466,36.1144718646739,55.3766476301103
"ENSG00000123080","CDKN2C","protein_coding","+","chr1",107.696830502246,28.7773759041886,90.520530275573,40.2611226545555,101.117035776463,57.2034619965677,-1.15297065484264,0.000802499084269717,0.00123266115931763,99.7781321847606,42.0806535184372,70.9293928515989
"ENSG00000123219","CENPK","protein_coding","-","chr5",260.807987119897,54.2845954556285,218.398739712493,55.7461698293845,357.798741978253,220.339261023816,-1.16098080111799,0.00892932373979411,0.0121750841631514,279.001822936881,110.123342102943,194.562582519912
"ENSG00000123268","ATF1","protein_coding","+","chr12",32.4388043681464,173.972317966231,21.5525072084697,187.369070815431,23.3347005637991,402.542880716587,3.19161118103322,5.20988509232787e-13,5.003779748016e-12,25.7753373801384,254.62808983275,140.201713606444
"ENSG00000123353","ORMDL2","protein_coding","+","chr12",119.374800074779,94.1805029591628,80.4626935782871,176.529537793051,85.56056873393,172.316601569908,0.561490598617713,0.104831154289579,0.127076877737992,95.1326874623319,147.675547440707,121.404117451519
"ENSG00000123595","RAB9A","protein_coding","+","chrX",70.0678174351962,5.23225016439793,63.2206878115113,12.3880377398632,62.2258681701309,22.5988985665452,-2.15905160571531,3.15785654447387e-07,7.84735325655426e-07,65.1714578056128,13.4063954902688,39.2889266479408
"ENSG00000123600","METTL8","protein_coding","-","chr2",45.414326115405,14.3886879520943,31.6103439057556,17.0335518923119,68.448454987144,36.723210170636,-0.963029852408184,0.0140115948337273,0.0187536506656626,48.4910416694349,22.7151500050141,35.6030958372245
"ENSG00000123636","BAZ2B","protein_coding","-","chr2",44.1167739406791,15.6967504931938,33.0471777196536,19.3563089685363,37.3355209020785,15.5367427644999,-1.08299980508704,0.0023528295618395,0.00342443469949663,38.1664908541371,16.8632674087433,27.5148791314402
"ENSG00000123643","SLC36A1","protein_coding","+","chr5",38.9265652417757,9.15643778769638,30.1735100918576,12.3880377398632,62.2258681701309,9.88701812286354,-1.93841633870544,1.65917642000184e-06,3.62530047770402e-06,43.7753145012547,10.477164550141,27.1262395256979
"ENSG00000123992","DNPEP","protein_coding","-","chr2",49.3069826395825,10.4645003287959,45.9786820447355,13.9365424573461,80.8936286211702,22.5988985665452,-1.78243688244098,6.25100827289272e-06,1.24450597505882e-05,58.7264311018294,15.6666471175624,37.1965391096959
"ENSG00000124217","MOCS3","protein_coding","+","chr20",3.89265652417757,30.0854384452881,1.43683381389798,39.486870295814,0,36.0169945904315,3.95398796739315,1.2978751720854e-07,3.49566379168765e-07,1.77649677935852,35.1964344438445,18.4864656116015
"ENSG00000124243","BCAS4","protein_coding","+","chr20",259.510434945171,15.0427192226441,284.493095151801,13.1622900986047,301.795460625135,40.9605036518633,-3.51249443027277,5.20083955278014e-16,1.21214233843462e-14,281.932996907369,23.0551709910373,152.494083949203
"ENSG00000124251",NA,NA,NA,NA,5.19020869890342,247.223820267802,5.74733525559193,221.436174600055,12.4451736340262,387.006137952087,5.12011826912379,5.09277863056426e-23,8.09288822384212e-21,7.79423919617385,285.222044273315,146.508141734744
"ENSG00000124575",NA,NA,NA,NA,88.2335478813582,9.15643778769638,38.7945129752455,7.74252358741451,59.1145747616244,21.1864674061362,-2.15377591756808,6.47415250904095e-07,1.52107776690908e-06,62.047545206076,12.6951429270824,37.3713440665792
"ENSG00000124587","PEX6","protein_coding","-","chr6",15.5706260967103,47.0902514795814,8.6210028833879,80.5222453091109,9.33388022551964,84.7458696245447,2.51769918182597,1.57628314313067e-08,5.06496862903018e-08,11.1751697352059,70.7861221377457,40.9806459364758
"ENSG00000124713",NA,NA,NA,NA,23.3559391450654,11.1185315993456,53.1628511142254,21.6790660447606,46.6694011275982,36.723210170636,-0.704828366295134,0.0745068645340799,0.0917815357333134,41.0627304622963,23.1736026049141,32.1181665336052
"ENSG00000125037","EMC3","protein_coding","-","chr3",98.6139652791651,1365.61729290786,106.325702228451,2748.59587353215,115.117856114742,2436.44375170566,4.29700305910117,1.97418524781718e-30,8.62718953296106e-28,106.685841207453,2183.55230604856,1145.119073628
"ENSG00000125257","ABCC4","protein_coding","-","chr13",6.48776087362928,37.933813691885,8.6210028833879,32.5185990671409,3.11129340850655,41.6667192320678,2.44439870109714,6.63183690933251e-07,1.55186759270592e-06,6.07335238850791,37.3730439970312,21.7231981927696
"ENSG00000125347","IRF1","protein_coding","-","chr5",186.847513160523,52.3225016439793,199.71990013182,87.490516537784,200.678424848672,111.582061672317,-1.12634981924736,0.00126920771724407,0.00190763120356203,195.748612713672,83.7983599513601,139.773486332516
"ENSG00000125445","MRPS7","protein_coding","+","chr17",116.779695725327,30.0854384452881,117.820372739635,68.1342075692477,112.006562706236,113.700708412931,-0.613168499396677,0.106592156927159,0.128981107193959,115.535543723732,70.6401181424889,93.0878309331107
"ENSG00000125534","PPDPF","protein_coding","+","chr20",50.6045348143084,71.2894084899218,54.5996849281234,129.300143909822,70.0041016913973,196.327931296862,1.06407017290977,0.00517169649187635,0.00724369027868578,58.4027738112763,132.305827898869,95.3543008550725
"ENSG00000125691","RPL23","protein_coding","-","chr17",15.5706260967103,39.2418762329845,12.9315043250818,101.42705899513,15.5564670425327,60.7345398975904,2.04783822047559,2.82181768829795e-06,5.94281604716242e-06,14.686199154775,67.1344917085683,40.9103454316716
"ENSG00000125726","CD70","protein_coding","-","chr19",942.022878850971,50.3604078323301,982.794328706221,72.7797217216964,1093.61963309005,122.88151095559,-3.52698106994901,2.41074080183189e-17,7.26547400276232e-16,1006.14561354908,82.0072135032054,544.076413526143
"ENSG00000125735","TNFSF14","protein_coding","-","chr19",67.4727130857445,45.7821889384819,60.3470201837153,86.7162641790425,82.4492753254235,126.412588856612,0.260169615359396,0.467581460320697,0.512434101969015,70.0896695316278,86.3036806580456,78.1966750948367
"ENSG00000125814","NAPB","protein_coding","-","chr20",36.331460892324,3.92418762329845,27.2998424640617,7.74252358741451,49.7806945361047,8.47458696245447,-2.36861363979413,6.60389626512586e-08,1.87092555452836e-07,37.8039992974968,6.71376605772248,22.2588826776096
"ENSG00000125835","SNRPB","protein_coding","-","chr20",44.1167739406791,78.483752465969,25.8630086501637,65.8114504930233,20.2234071552925,88.9831631057719,1.25272275309753,0.000604599328457641,0.000938578708831222,30.0677299153785,77.7594553549214,53.9135926351499
"ENSG00000125843","AP5S1","protein_coding","+","chr20",31.1412521934205,2.61612508219897,48.8523496725314,1.5485047174829,51.336341240358,6.35594022184085,-3.48814876029414,9.32034546409969e-12,6.54295737801055e-11,43.7766477021033,3.50685667384091,23.6417521879721
"ENSG00000125910","S1PR4","protein_coding","+","chr19",307.519865410028,39.8959075035342,244.261748362657,89.8132736140083,504.02953217806,110.169630511908,-2.00553508500149,1.71920490664358e-06,3.75177300476028e-06,351.937048650248,79.9596038764835,215.948326263366
"ENSG00000125970","RALY","protein_coding","+","chr20",31.1412521934205,158.275567473037,48.8523496725314,219.887669882572,48.2250478318515,252.11896213302,2.2061892239154,3.6078839069448e-09,1.35625399340635e-08,42.7395498992678,210.09406649621,126.416808197739
"ENSG00000126067","PSMB2","protein_coding","-","chr1",46.7118782901308,41.8580013151834,22.9893410223677,58.8431792643503,43.5581077190916,79.8023605631129,0.590066543766553,0.100649624056747,0.122432528080162,37.7531090105301,60.1678470475489,48.9604780290395
"ENSG00000126261","UBA2","protein_coding","+","chr19",54.497191338486,18.3128755753928,43.1050144169395,22.4533184035021,68.448454987144,42.3729348122723,-0.890496253713122,0.0154847738364597,0.0206306285565027,55.3502202475232,27.7130429303891,41.5316315889561
"ENSG00000126353","CCR7","protein_coding","-","chr17",220.583869703396,10.4645003287959,255.756418873841,21.6790660447606,308.018047442148,24.0113297269543,-3.729754294914,1.59488619473336e-20,1.26720957654269e-18,261.452778673128,18.7182987001703,140.085538686649
"ENSG00000126464","PRR12","protein_coding","+","chr19",66.1751609110187,34.0096260685865,41.6681806030415,55.7461698293845,110.450916001982,112.288277252522,-0.0888035937646419,0.81704700467425,0.844587914944169,72.7647525053475,67.3480243834976,70.0563884444225
"ENSG00000126767","ELK1","protein_coding","-","chrX",46.7118782901308,28.7773759041886,84.773195019981,44.9066368070042,124.451736340262,73.446420341272,-0.6874023493155,0.0734324702886029,0.09052183220344,85.3122698834579,49.0434776841549,67.1778737838064
"ENSG00000126883","NUP214","protein_coding","+","chr9",2.59510434945171,52.976532914529,2.87366762779597,60.3916839818332,12.4451736340262,97.4577500682264,3.44959270985791,2.09401332698311e-10,1.07656920457837e-09,5.97131520375795,70.2753223215295,38.1233187626437
"ENSG00000126953","TIMM8A","protein_coding","-","chrX",227.071630577025,17.0048130342933,201.156733945718,20.1305613272777,202.234071552925,36.723210170636,-3.00926117775715,4.92572938983774e-15,8.76724128729053e-14,210.154145358556,24.6195281774023,117.386836767979
"ENSG00000127311","HELB","protein_coding","+","chr12",262.105539294623,23.5451257397907,224.146074968085,20.9048136860192,295.572873808122,49.4350906143177,-2.96266197267863,1.15889302342274e-13,1.32401634309997e-12,260.608162690277,31.2950100133759,145.951586351826
"ENSG00000127366",NA,NA,NA,NA,44.1167739406791,7.8483752465969,25.8630086501637,12.3880377398632,49.7806945361047,31.0734855289997,-1.0712972977757,0.0102976610403382,0.0139645550803034,39.9201590423158,17.1032995051533,28.5117292737346
"ENSG00000127995","CASD1","protein_coding","+","chr7",33.7363565428723,3.92418762329845,48.8523496725314,9.29102830489741,56.0032813531178,6.35594022184085,-2.71430315688982,7.76732529364162e-10,3.45553817225121e-09,46.1973291895072,6.5237187166789,26.360523953093
"ENSG00000128563","PRKRIP1","protein_coding","+","chr7",64.8776087362928,13.0806254109948,80.4626935782871,21.6790660447606,80.8936286211702,23.3051141467498,-1.86603552913175,2.94319245412406e-07,7.36175887845069e-07,75.4113103119167,19.3549352008351,47.3831227563759
"ENSG00000128590","DNAJB9","protein_coding","+","chr7",33.7363565428723,22.8910944692409,14.3683381389798,24.7760754797264,15.5564670425327,42.3729348122723,0.413203503052324,0.275853992544514,0.315158679063928,21.2203872414616,30.0133682537466,25.6168777476041
"ENSG00000128604","IRF5","protein_coding","+","chr7",36.331460892324,3.92418762329845,31.6103439057556,3.87126179370726,62.2258681701309,4.23729348122723,-3.29449576806008,2.16966807557192e-11,1.35934759716836e-10,43.3892243227368,4.01091429941098,23.7000693110739
"ENSG00000128699","ORMDL1","protein_coding","-","chr2",85.6384435319065,24.8531882808902,109.199369856247,25.5503278384679,118.229149523249,36.723210170636,-1.75144662926672,4.52388869376883e-07,1.09525726270193e-06,104.355654303801,29.0422420966647,66.6989482002327
"ENSG00000128891","CCDC32","protein_coding","-","chr15",171.276887063813,37.933813691885,169.546390039962,57.2946745468674,298.684167216628,127.118804436817,-1.37223810125696,0.00103699316487042,0.00157622961060304,213.169148106801,74.1157642251898,143.642456165995
"ENSG00000128908","INO80","protein_coding","-","chr15",40.2241174165015,20.9290006575917,28.7366762779597,18.5820566097948,28.0016406765589,31.7797011092043,-0.391309624291632,0.262879124445088,0.301517525938329,32.3208114570067,23.7635861255303,28.0421987912685
"ENSG00000128944","KNSTRN","protein_coding","+","chr15",134.945426171489,9.15643778769638,135.06237850641,12.3880377398632,90.2275088466898,25.4237608873634,-2.83911847681235,5.89021335511173e-12,4.38131614669587e-11,120.07843784153,15.6560788049743,67.867258323252
"ENSG00000129055","ANAPC13","protein_coding","-","chr3",44.1167739406791,47.7442827501311,27.2998424640617,65.8114504930233,34.224227493572,80.5085761433174,0.78526247159807,0.0246706377823632,0.0321104056914154,35.2136146327709,64.688103128824,49.9508588807974
"ENSG00000129128","SPCS3","protein_coding","+","chr4",147.920947918748,5.88628143494767,129.315043250818,18.5820566097948,211.567951778445,21.1864674061362,-3.32540473426958,1.95693457147533e-14,2.78107449669827e-13,162.934647649337,15.2182684836262,89.0764580664816
