"ENSEMBL","SYMBOL","gene_type","strand","chrom","dBGLF5_Early_c2-1","dBGLF5_Late_c2-1","dBGLF5_Early_c2-2","dBGLF5_Late_c2-2","dBGLF5_Early_c2-3","dBGLF5_Late_c2-3","log2FoldChange","pvalue","padj","dBGLF5_Early_groupMean","dBGLF5_Late_groupMean","baseMean"
"ENSG00000115604","IL18R1","protein_coding","+","chr2",36.3210573495438,104.856564976342,41.8317557895904,163.242990078288,94.6778571339638,173.329958120053,1.10779468485344,0.00696966842771989,0.027517860339758,57.610223424366,147.143171058228,102.376697241297
"ENSG00000115607","IL18RAP","protein_coding","+","chr2",22.5744840732119,79.8231980793494,22.1949102349786,63.3278073697468,27.0693906430706,41.143103022022,1.05822317258902,0.0127904989742259,0.0385213464133001,23.9462616504204,61.4313694903727,42.6888155703966
"ENSG00000115616","SLC9A2","protein_coding","+","chr2",44.8462428890679,78.5734827097066,73.061331776146,62.1631533760442,73.8804780210679,51.797322685993,0.00323976472967883,0.99459732853199,0.995534261872219,63.9293508954273,64.177986257248,64.0536685763376
"ENSG00000115641","FHL2","protein_coding","-","chr2",57.5362845390368,5.47006982658006,120.946422876922,55.9249484266957,234.325456088798,107.183578482192,-0.762093424535935,0.0796479335379039,0.126467198368567,137.602721168252,56.1928655784892,96.8977933733708
"ENSG00000115649","CNPPD1","protein_coding","-","chr2",235.859421915221,70.3295485715366,211.47433823147,102.506356305098,367.94835637203,145.045578855899,-1.16010057633131,0.00224552821447729,0.0154750788742987,271.76070550624,105.960494577511,188.860600041876
"ENSG00000115652","UXS1","protein_coding","-","chr2",97.3219826867892,32.6759554489904,105.673578921605,30.960140021438,149.5198338264,57.5559256961544,-1.29924736466173,0.00168826487100584,0.0136459674378473,117.505131811598,40.3973403888609,78.9512361002295
"ENSG00000115657","ABCB6","protein_coding","-","chr2",42.7122348010659,12.3428639749515,44.5391857473038,20.7315819042355,89.5164749181353,40.9698993298817,-0.871064650641687,0.0435412328753515,0.0832504383849351,58.9226318221683,24.6814484030229,41.8020401125956
"ENSG00000115661","STK16","protein_coding","+","chr2",83.2322641711671,28.2187820462673,94.9620080138392,33.5569186871584,135.948664114491,55.7596834409164,-1.16084186890967,0.00486138266265348,0.0229297177405544,104.714312099832,39.1784613914474,71.9463867456399
"ENSG00000115677","HDLBP","protein_coding","-","chr2",4628.16528671527,1827.83979682922,4437.28437211539,2830.1019771327,6245.1819507328,3702.92689305489,-0.729531812989349,0.0243557652939504,0.0571626877019463,5103.54386985449,2786.95622233893,3945.25004609671
"ENSG00000115685","PPP1R7","protein_coding","+","chr2",571.408829828214,259.366891820594,654.48382640825,351.935745457996,712.307456466411,490.263185969088,-0.674673857305166,0.0349909650053179,0.0720152137668877,646.066704234292,367.188607749226,506.627655991759
"ENSG00000115687","PASK","protein_coding","-","chr2",495.008284637117,85.1188254708944,374.605423474032,164.075310435487,674.824670898612,286.574514195698,-1.30414630657959,0.00137612981862153,0.0124794409961076,514.812793003254,178.589550034027,346.70117151864
"ENSG00000115694","STK25","protein_coding","-","chr2",75.8723703621648,45.4728436642233,141.587495818768,70.0338799517039,215.359391064747,85.85753331681,-0.845289657538747,0.0298473801853575,0.0650101120237717,144.27308574856,67.1214189775791,105.69725236307
"ENSG00000115705","TPO","protein_coding","+","chr2",235.67046152475,38.9686680240528,438.426179380268,154.466426234741,445.047845601987,92.5836417246885,-1.75231933208582,9.79935694683186e-05,0.00311236097811334,373.048162169002,95.3395786611608,234.193870415081
"ENSG00000115738","ID2","protein_coding","+","chr2",50.3982038912074,23.261442843944,142.633990581761,50.5940421821641,170.370172043155,113.781361759341,-0.610961885210482,0.1224976068474,0.17413670990421,121.134122172041,62.5456155951496,91.8398688835953
"ENSG00000115750","TAF1B","protein_coding","+","chr2",102.723723036352,39.1861830962804,115.557047644336,49.5842384746859,131.102257830223,126.78080199682,-0.483818129573101,0.180727211564634,0.235279533166345,116.461009503637,71.8504078559286,94.1557086797829
"ENSG00000115756","HPCAL1","protein_coding","+","chr2",23.9438770912033,9.2840573007869,32.4235244200846,8.27531307181273,57.3306364240984,12.1892834877575,-1.48320673676579,0.00525262876549043,0.0238827165786052,37.8993459784621,9.91621795345236,23.9077819659572
"ENSG00000115758","ODC1","protein_coding","-","chr2",1064.37619144037,384.414796228868,1452.87674861948,727.020723885859,1768.09190420391,1063.06328798554,-0.792283472620836,0.0247477314466562,0.0576639776656243,1428.44828142125,724.832936033421,1076.64060872734
"ENSG00000115760","BIRC6","protein_coding","+","chr2",899.587843931199,895.821621058177,809.09103319512,1041.47772788638,2085.42854429323,1204.07514096359,-0.20009903576356,0.532676161238658,0.582156685925859,1264.70247380651,1047.12482996938,1155.91365188795
"ENSG00000115761","NOL10","protein_coding","-","chr2",522.57512717007,307.977675726002,595.745869086358,278.918659668561,600.030802107318,359.004887814511,-0.739933403364617,0.0152175329436213,0.0430868519973464,572.783932787915,315.300407736358,444.042170262137
"ENSG00000115762","PLEKHB2","protein_coding","+","chr2",1344.9936404061,395.78558912044,1109.66357502001,503.173179084649,1501.05311844605,676.307434635132,-1.18958959186969,0.000371758951679682,0.00629382628958941,1318.57011129072,525.088734280073,921.829422785398
"ENSG00000115806","GORASP2","protein_coding","+","chr2",122.366256306534,42.5447038795929,248.519144142844,139.924697176363,402.541592405768,199.228565186017,-0.707634686424945,0.0745476135324199,0.12064397319383,257.808997618382,127.232655413991,192.520826516186
"ENSG00000115808","STRN","protein_coding","-","chr2",558.977823511617,475.007138232389,575.541338017077,410.743019976528,863.319541120044,543.361285881569,-0.388299667949891,0.195682478168618,0.25050786471356,665.946234216246,476.370481363495,571.158357789871
"ENSG00000115816","CEBPZ","protein_coding","-","chr2",194.980471828327,129.111007397795,334.429347521802,170.826566303734,358.249592986242,258.657002088089,-0.511732553050207,0.126829028257457,0.178858311085082,295.88647077879,186.198191929873,241.042331354331
"ENSG00000115825","PRKD3","protein_coding","-","chr2",231.793614379293,70.0756226255859,284.612283833765,256.678328274523,535.818228964519,230.251541893969,-0.670176986455469,0.0762761272036625,0.122646220216867,350.741375725859,185.668497598026,268.204936661942
"ENSG00000115827","DCAF17","protein_coding","+","chr2",93.9410855950582,84.8493167976021,149.159620377482,105.556884875608,178.930060689062,180.386784377971,-0.128978325446036,0.691602573007203,0.728567000748823,140.676922220534,123.59766201706,132.137292118797
"ENSG00000115828","QPCT","protein_coding","+","chr2",6.16865362832261,11.2110313327846,19.0189478442976,8.71240138279922,29.9067987776923,10.1105084393337,-0.379732920844506,0.310852240049528,0.369006802935089,18.3648000834375,10.0113137183058,14.1880569008717
"ENSG00000115839","RAB3GAP1","protein_coding","+","chr2",1095.50398924853,609.231378698022,982.304773221528,516.288534624759,1419.94744472547,897.413818135587,-0.655381152773927,0.0384207707371748,0.076723384311652,1165.91873573184,674.311243819456,920.114989775649
"ENSG00000115840","SLC25A12","protein_coding","-","chr2",149.859512797061,54.9032991962502,242.939302455449,114.970528086982,342.943474038421,179.865775014426,-0.817074885730012,0.0341861160879202,0.0708578338066344,245.247429763644,116.579867432552,180.913648598098
"ENSG00000115841","RMDN2","protein_coding","+","chr2",21.6780838178394,35.6814167292067,21.0694504372959,57.3306725335984,32.6986833957897,45.0136229151822,0.58862751948892,0.125782379850401,0.177768293356445,25.148739216975,46.0085707259958,35.5786549714854
"ENSG00000115866","DARS1","protein_coding","-","chr2",936.902579799976,307.705134301059,926.441672357814,555.582238011414,1271.04880657516,680.138836964711,-0.858814609909999,0.0117423680571502,0.0365834692429367,1044.79768624432,514.475403092395,779.636544668356
"ENSG00000115875","SRSF7","protein_coding","-","chr2",963.402804327757,171.674893695511,1184.51753047679,344.680603931367,1341.93971592266,456.875674218919,-1.67585363367458,1.47778411551933e-05,0.00108631073850251,1163.28668357573,324.410390615266,743.8485370955
"ENSG00000115902","SLC1A4","protein_coding","+","chr2",117.651008450897,25.1389947448009,359.915987329056,135.909258480762,694.375210944432,346.141658711591,-0.729598434996843,0.0866860871634778,0.134161412442628,390.647402241462,169.063303979051,279.855353110256
"ENSG00000115904","SOS1","protein_coding","-","chr2",300.681464628323,281.965634923119,305.101480183678,308.229585796882,528.706047607688,368.045094527039,-0.184859997757495,0.542715534100933,0.59177713989847,378.162997473229,319.41343841568,348.788217944455
"ENSG00000115919","KYNU","protein_coding","+","chr2",157.798909409319,63.2085566008618,217.260059561566,111.634769943567,287.073083865192,206.425746395324,-0.582427672911411,0.107253572881027,0.157031161196723,220.710684278693,127.089690979918,173.900187629305
"ENSG00000115935","WIPF1","protein_coding","-","chr2",1161.51325180007,392.411006708483,1123.3239494751,680.947528392924,1602.60827042407,932.442745503468,-0.788757919107879,0.020742242930205,0.0517471366847888,1295.81515723308,668.600426868292,982.207792050685
"ENSG00000115942","ORC2","protein_coding","-","chr2",264.956764444084,186.904512886821,279.459390094154,178.260348180897,432.731955614852,307.516333136278,-0.413156529341706,0.198615161379514,0.25337415479194,325.716036717697,224.227064734665,274.971550726181
"ENSG00000115944","COX7A2L","protein_coding","-","chr2",205.887116169584,89.8524817761064,468.232325632304,134.614010901043,506.050771660658,232.088026265433,-1.13250423922551,0.00483869114933128,0.0228567980005377,393.390071154182,152.184839647527,272.787455400855
"ENSG00000115946","PNO1","protein_coding","+","chr2",66.6841362762862,22.9587150960392,144.654347810712,70.9325064336235,144.938985662571,88.5460344076822,-0.674077557285081,0.0847020605820055,0.131929328902249,118.759156583189,60.8124186457817,89.7857876144856
"ENSG00000115947","ORC4","protein_coding","-","chr2",111.575354098144,69.4966944618805,301.953339807857,94.7467467972606,310.521300561391,135.202520511308,-1.02703554568842,0.00985502251021594,0.0330992824998287,241.349998155797,99.8153205901497,170.582659372973
"ENSG00000115956","PLEK","protein_coding","+","chr2",672.860927360482,340.787941014935,1534.77790060619,847.811395999729,1969.32374872315,1243.9905913211,-0.557722367856949,0.127121536553574,0.1791627299214,1392.32085889661,810.863309445254,1101.59208417093
"ENSG00000115963","RND3","protein_coding","-","chr2",19.3934070049992,64.9708997363575,50.2383506697937,86.2096528521178,75.1700887281222,57.8423685886881,0.339095457179931,0.348691844516783,0.405241153297421,48.267282134305,69.6743070590544,58.9707945966797
"ENSG00000115966","ATF2","protein_coding","-","chr2",147.541108987628,128.76468520044,169.312724253591,103.209841288083,243.733871358077,242.946006164771,-0.1662136996952,0.608711570784473,0.651506759899285,186.862568199766,158.306844217765,172.584706208765
"ENSG00000115970","THADA","protein_coding","-","chr2",347.779610499032,274.495861168473,356.274985510955,215.053095971116,471.135929244685,312.081003365871,-0.44444385117794,0.144760017425595,0.198121204176856,391.730175084891,267.209986835153,329.470080960022
"ENSG00000115977","AAK1","protein_coding","-","chr2",403.579468394614,158.773552469281,562.884886692937,343.106914044761,1092.42307654511,747.411514908449,-0.488519660641094,0.183914873270945,0.238552551191966,686.295810544219,416.430660474163,551.363235509191
"ENSG00000115993","TRAK2","protein_coding","-","chr2",409.203244803373,363.91743442991,405.628954386123,340.893503302608,508.129665842354,310.089026308892,-0.309648140664874,0.283686568328912,0.341054166902728,440.98728834395,338.299988013803,389.643638178876
"ENSG00000115998","C2orf42","protein_coding","-","chr2",285.835002829596,50.8759789351439,314.118327285702,80.4314180149423,416.697410547136,125.618562309708,-1.81008666608312,8.69389857876017e-06,0.000787707647973247,338.883580220811,85.6419864199314,212.262783320371
"ENSG00000116001","TIA1","protein_coding","-","chr2",354.992505675737,113.810908930466,397.683920933001,219.002977932115,522.927912614543,257.819842987076,-0.929188268534859,0.00902398104999674,0.0315632718745699,425.20144640776,196.877909949885,311.039678178823
"ENSG00000116005","PCYOX1","protein_coding","+","chr2",356.957807904484,135.956187743325,544.83947489466,177.945126049162,603.030775088311,161.271038169489,-1.52122783379042,2.06942626409089e-05,0.00132898099860958,501.609352629151,158.390783987325,330.000068308238
"ENSG00000116016","EPAS1","protein_coding","+","chr2",15.567824318133,26.0523590473288,9.2386206530978,24.4729300066246,16.9343243341979,34.4292921814706,0.629957787461931,0.123552532829913,0.175422983930518,13.9135897684762,28.3181937451413,21.1158917568088
"ENSG00000116017","ARID3A","protein_coding","+","chr19",243.481085070506,72.5280000500163,419.233351398844,166.872916445814,867.361711048075,230.51473301896,-1.43236990429679,0.00141044419580009,0.0125456819587459,510.025382505808,156.638549838263,333.331966172036
"ENSG00000116030","SUMO1","protein_coding","-","chr2",432.841733247115,167.078067475034,593.931388136199,256.391139483504,747.430518318933,345.481991767306,-1.02940043928551,0.00390757039300141,0.020453621296393,591.401213234082,256.317066241948,423.859139738015
"ENSG00000116044","NFE2L2","protein_coding","-","chr2",145.544681201304,71.2381165970783,261.719979092109,101.314376289408,372.608425062328,180.688193196066,-0.89426843255535,0.0210733164601023,0.0523384876297653,259.95769511858,117.746895360851,188.852295239715
"ENSG00000116062","MSH6","protein_coding","+","chr2",541.957733445466,183.76109343014,698.298917309941,312.100841912632,993.514819576242,471.113776368786,-1.01005764663519,0.00626937056670253,0.0261854842667184,744.59049011055,322.325237237186,533.457863673868
"ENSG00000116095","PLEKHA3","protein_coding","+","chr2",35.9029180673827,30.1086365922563,36.7155690186282,24.845133631686,123.653218242759,70.3966898770834,-0.369846359103195,0.318029718711111,0.375505743236232,65.4239017762567,41.7834867003419,53.6036942382993
"ENSG00000116106","EPHA4","protein_coding","-","chr2",32.9368459372384,41.714732046141,49.8889313250845,70.5376707692545,101.761548073326,81.9424396101973,0.0553139701729083,0.8754285329245,0.894640962911738,61.5291084452164,64.7316141418642,63.1303612935403
"ENSG00000116120","FARSB","protein_coding","-","chr2",538.264083556351,168.320957797914,595.202455714277,269.696191477964,622.844971623504,370.00648279412,-0.955592099483554,0.00548795085043208,0.0243612493504938,585.437170298044,269.341210689999,427.389190494022
"ENSG00000116127","ALMS1","protein_coding","+","chr2",212.322313807436,193.186570117495,300.657626841569,325.148629157291,347.557160545744,309.725786754201,-0.0407239997470369,0.891613366362971,0.908333976955514,286.84570039825,276.020328676329,281.433014537289
"ENSG00000116128","BCL9","protein_coding","+","chr1",87.2511406363588,30.1871454270573,110.02799779075,96.7545284195849,356.279917771784,106.091690527112,-0.877039480717281,0.0398340892937276,0.0785657839461844,184.519685399631,77.6777881245848,131.098736762108
"ENSG00000116132","PRRX1","protein_coding","+","chr1",14.1898199691275,48.962918420129,28.7748846332482,36.5884581504155,137.368387420629,66.9927229882951,-0.0931138637647088,0.789149774277291,0.81754853410326,60.1110306743349,50.8480331862799,55.4795319303074
"ENSG00000116133","DHCR24","protein_coding","-","chr1",368.229210047129,105.876316891795,611.23301396609,230.762136832814,946.537259656864,427.703183436904,-1.06015743779451,0.0102459401101866,0.0338194148567807,641.999827890028,254.780545720504,448.390186805266
"ENSG00000116138","DNAJC16","protein_coding","+","chr1",108.662839900473,152.261643404251,116.120544076192,106.757713014789,143.431379254491,89.4627362653927,-0.0749577446412819,0.809623948871741,0.835722398164171,122.738254410385,116.160697561477,119.449475985931
"ENSG00000116141","MARK1","protein_coding","+","chr1",14.9842271453672,83.5986892875656,19.7769028705318,50.6822479319349,56.9010236797099,29.4963434064665,0.497962429909881,0.20023962040803,0.255056744041963,30.5540512318697,54.5924268753223,42.573239053596
"ENSG00000116151","MORN1","protein_coding","-","chr1",47.6110572868066,13.1478477991213,27.8220989708814,22.1484530705817,21.8775130022652,23.5644969610493,-0.415027577009184,0.271785609050103,0.328571596873976,32.4368897533177,19.6202659435841,26.0285778484509
"ENSG00000116157","GPX7","protein_coding","+","chr1",9.50026797451814,8.37806980704769,19.0527649265323,17.756284285587,21.3931920805207,10.0615029115171,-0.208494651794685,0.562025317202753,0.609308218854074,16.6487416605237,12.0652856680506,14.3570136642872
"ENSG00000116161","CACYBP","protein_coding","+","chr1",240.59203734278,93.5498924856738,376.011300403073,218.63280901598,724.05173038871,345.395784727208,-0.754761243144077,0.0525781303606549,0.0947030398228021,446.885022711521,219.192828742954,333.038925727237
"ENSG00000116171","SCP2","protein_coding","+","chr1",549.35319867951,161.355699173371,656.466223913105,311.249561994233,810.668878878824,366.896117980559,-1.08971256165624,0.00244961900603719,0.0161663153641408,672.162767157146,279.833793049388,475.998280103267
"ENSG00000116191","RALGPS2","protein_coding","+","chr1",88.0778829867134,169.106665315674,398.625264850646,108.122474860133,411.195078924904,162.295805983234,-0.750290933148154,0.0553531242801722,0.0980744817947735,299.299408920754,146.508315386347,222.903862153551
"ENSG00000116198","CEP104","protein_coding","-","chr1",440.82726020065,130.743941634713,363.761853852146,206.827073267801,569.075845844045,208.974171204399,-1.16907542701644,0.000862014804302307,0.00987288534802334,457.888319965614,182.181728702304,320.035024333959
"ENSG00000116199","FAM20B","protein_coding","+","chr1",206.247208618302,116.987409864247,214.264650028592,147.515752864748,335.481171945788,261.312679478671,-0.386754294259194,0.243213703667955,0.299229659839059,251.997676864227,175.271947402555,213.634812133391
"ENSG00000116205","TCEANC2","protein_coding","+","chr1",127.28879565783,153.239752227936,149.398993399617,151.659515671111,280.745742117815,213.897482127686,-0.0708369347321034,0.8227816169816,0.84799699211314,185.811177058421,172.932250008911,179.371713533666
"ENSG00000116209","TMEM59","protein_coding","-","chr1",273.034435385415,72.1448333359542,444.46610173599,212.005778443899,555.960806886426,230.068396637695,-1.06371435943525,0.00744771345965403,0.0284102072181581,424.487114669277,171.406336139182,297.94672540423
"ENSG00000116212","LRRC42","protein_coding","+","chr1",107.778602293592,53.6520661449551,156.296626139265,72.4422320852423,194.652770154186,98.1049915244337,-0.822222020024232,0.0246070057731146,0.0574753564101045,152.909332862348,74.733096584877,113.821214723612
"ENSG00000116213","WRAP73","protein_coding","-","chr1",249.216118632469,63.1900589920058,304.933668465466,69.0302362284485,429.05890707055,211.621448820147,-1.25467031976116,0.00313956479135378,0.0182413971278833,327.736231389495,114.613914680201,221.175073034848
"ENSG00000116221","MRPL37","protein_coding","+","chr1",874.337482183799,268.206104439371,898.741287387549,471.933117368306,1162.66589424934,563.072281794227,-1.01103817847179,0.0033070888920985,0.0187546118247682,978.581554606897,434.403834533968,706.492694570433
"ENSG00000116237","ICMT","protein_coding","-","chr1",126.26541178609,35.3059603997894,255.67990925481,78.3819188527496,328.004564203367,155.201963756913,-1.09251639341794,0.0113024629714462,0.0357821465854787,236.649961748089,89.6299476698175,163.139954708953
"ENSG00000116251","RPL22","protein_coding","-","chr1",3535.58810985231,1133.74432726296,4565.94405624398,1451.51377906727,4524.7644062378,1794.40644117212,-1.41171825141129,1.98985312304344e-05,0.0012992962738621,4208.76552411136,1459.88818250078,2834.32685330607
"ENSG00000116260","QSOX1","protein_coding","+","chr1",129.82797353475,32.8202202773698,127.628150465244,66.9439662371729,256.908219874321,75.1148339147805,-1.3121955902911,0.00185576999110834,0.0141488843157693,171.454781291438,58.2930068097744,114.873894050606
"ENSG00000116266","STXBP3","protein_coding","+","chr1",130.193114903737,85.5175552192154,178.407716885495,91.4429777680374,232.953862380707,160.69748475543,-0.513120428683743,0.132273816619606,0.184952311119746,180.51823138998,112.552672580894,146.535451985437
"ENSG00000116273","PHF13","protein_coding","+","chr1",163.309488162074,50.5228105972228,195.889376707297,74.4294850688786,280.404838180535,142.027796761764,-1.01929233672523,0.00941055352816197,0.0322391915214903,213.201234349969,88.9933641426217,151.097299246295
"ENSG00000116285","ERRFI1","protein_coding","-","chr1",60.4796995242867,26.1246588227775,57.2383017910338,28.6995476473194,101.07911097218,37.4843764466332,-0.968052437474783,0.0173001436147656,0.0463345734576949,72.9323707625002,30.76952763891,51.8509492007051
"ENSG00000116288","PARK7","protein_coding","+","chr1",1465.56039049778,385.284801502756,1582.05597228467,656.706558325585,1957.74039429075,852.139803662185,-1.24509973954315,0.000434210372188903,0.00686745714498498,1668.45225235773,631.377054496842,1149.91465342729
"ENSG00000116299","ELAPOR1","protein_coding","+","chr1",19.2036726093434,8.29497450826227,29.9981312825811,40.1486602860429,40.5510313240493,8.65321700095616,-0.374908406485359,0.311806599464587,0.369764157319611,29.9176117386579,19.0322839317538,24.4749478352059
"ENSG00000116337","AMPD2","protein_coding","+","chr1",348.925737922408,70.290164664571,266.784490103766,135.764791214665,503.707946078815,136.05287237724,-1.53134248299617,0.000100405494288913,0.00317172815472653,373.139391368329,114.035942752159,243.587667060244
"ENSG00000116350","SRSF4","protein_coding","-","chr1",1339.42283889583,557.43151120687,1356.87858079182,815.055697923814,1811.17044853959,981.136313711162,-0.79799057113689,0.0127717121117462,0.0385128408570922,1502.49062274242,784.541174280615,1143.51589851152
"ENSG00000116353","MECR","protein_coding","-","chr1",132.787740881996,73.2296289830274,141.29512940951,93.4487632445453,212.130569042687,124.07041921411,-0.570383427243469,0.0930461360318859,0.141150790429121,162.071146444731,96.916270480561,129.493708462646
"ENSG00000116406","EDEM3","protein_coding","-","chr1",316.916151247011,374.152205815349,339.73496538174,470.361018863991,520.68445308461,460.351736100246,0.116704409324154,0.697235752439045,0.733972032289251,392.445189904454,434.954986926529,413.700088415491
"ENSG00000116455","WDR77","protein_coding","-","chr1",121.886054254956,27.1761369297819,180.692630323645,44.8697713675296,212.437613930631,96.9393344381611,-1.34084810404473,0.00216106172927041,0.0152008268868305,171.672099503078,56.3284142451575,114.000256874118
"ENSG00000116459","ATP5PB","protein_coding","+","chr1",1424.17240010533,393.596975727816,2104.59848786207,672.949527638745,2155.57035218479,937.198372249832,-1.33776401293728,0.000282966219047965,0.00548475815627299,1894.78041338406,667.914958538798,1281.34768596143
"ENSG00000116473","RAP1A","protein_coding","+","chr1",435.135184390324,183.313967748739,617.775172668954,274.950054187658,722.594587170942,377.410081007394,-0.915020379424729,0.00867228550048086,0.0309501291388153,591.834981410073,278.558034314597,435.196507862335
"ENSG00000116478","HDAC1","protein_coding","+","chr1",872.474104032959,319.828415131335,928.889026997564,503.78551506224,1493.14709185736,645.774411834266,-0.993446863382431,0.00469831477154238,0.0225209290865551,1098.17007429596,489.79611400928,793.983094152621
"ENSG00000116489","CAPZA1","protein_coding","+","chr1",918.010455100448,297.565640215921,1424.67137396406,589.827516619187,2024.01631544422,920.742791121709,-1.05002916277381,0.00669721491905179,0.0269869021847761,1455.56604816958,602.711982652272,1029.13901541092
"ENSG00000116497","S100PBP","protein_coding","+","chr1",531.960796521166,456.518281966286,406.057482640334,534.80867666899,806.50760691225,658.936402996518,-0.0589917056878162,0.842823006084553,0.865557973386895,581.50862869125,550.087787210598,565.798207950924
"ENSG00000116514","RNF19B","protein_coding","-","chr1",80.602777187178,82.0982784787108,105.565113281542,93.8955006924786,175.73564734764,131.952417414752,-0.160179312922907,0.624004839012881,0.665392624612951,120.634512605453,102.648732195314,111.641622400384
"ENSG00000116521","SCAMP3","protein_coding","-","chr1",77.4919682694913,26.8924477556137,91.1965698648221,62.0062745764226,178.159365766727,46.7196722888735,-1.06667077668168,0.0107782149188163,0.0348384336203332,115.615967967013,45.2061315403032,80.4110497536583
"ENSG00000116539","ASH1L","protein_coding","-","chr1",2575.71159063131,1075.11929348714,2307.77710347758,1312.92995595806,3697.82255134618,1716.37108691824,-0.926946583563335,0.00467076484559267,0.0224633220383221,2860.43708181836,1368.14011212115,2114.28859696975
"ENSG00000116560","SFPQ","protein_coding","-","chr1",10564.9870892009,4741.94555027568,9303.32085483638,5220.17135003371,11710.1778604515,5985.23184468077,-0.886437702579583,0.00336467296088181,0.0189307258528757,10526.1619348296,5315.78291499672,7920.97242491316
"ENSG00000116580","GON4L","protein_coding","-","chr1",1030.20771099345,571.126541005351,1011.94881042632,571.634334254423,1427.33020906801,770.212499865415,-0.731755457664958,0.0182268548971712,0.0477123135583733,1156.49557682926,637.657791708396,897.076684268828
"ENSG00000116584","ARHGEF2","protein_coding","-","chr1",100.093806023892,106.008572603538,169.262979076699,78.7175263540924,366.408852878445,202.485753361668,-0.479115138909138,0.19158483670538,0.246531275064679,211.921879326346,129.070617439766,170.496248383056
"ENSG00000116586","LAMTOR2","protein_coding","+","chr1",29.9326647963934,20.6964144463868,85.7888459979293,36.6197291970334,98.6769901022621,53.5681265913437,-0.622832566998273,0.113989049756652,0.164664966622941,71.4661669655283,36.961423411588,54.2137951885581
"ENSG00000116604","MEF2D","protein_coding","-","chr1",144.217161684012,56.4543507162746,200.199732656782,106.258979698299,506.697911151944,252.511567091737,-0.704687721896952,0.0788437233055005,0.125582643498868,283.704935164246,138.40829916877,211.056617166508
"ENSG00000116641","DOCK7","protein_coding","-","chr1",398.500305786701,210.141485191853,359.387896101318,258.638885508301,293.165484826898,247.72161361992,-0.449104165117137,0.135598018338752,0.188338637949296,350.351228904973,238.833994773358,294.592611839165
"ENSG00000116649","SRM","protein_coding","-","chr1",276.532273912158,69.924774842255,297.831546357677,158.561473538932,466.346356755575,207.858430001274,-1.02576448116539,0.00779485842596726,0.0291446913892212,346.903392341803,145.448226127487,246.175809234645
"ENSG00000116663","FBXO6","protein_coding","+","chr1",35.3385839584365,1.86544693460264,61.1864405727264,20.8166744268985,59.6903777075961,13.5788862127743,-1.62215544805081,0.00311717599851585,0.0181713481649143,52.071800746253,12.0870025247585,32.0794016355058
"ENSG00000116668","SWT1","protein_coding","+","chr1",148.914257362292,62.0211450603177,133.591629790057,93.6146033572888,214.116705571893,78.8867256495814,-0.895748366069712,0.0124962401441788,0.0379563551988467,165.540864241414,78.1741580223959,121.857511131905
"ENSG00000116670","MAD2L2","protein_coding","-","chr1",114.132066236239,26.7634321331917,121.424605233644,71.5594058606476,163.318998410625,100.841683233413,-0.736276777093194,0.0558760940827839,0.098682349295796,132.958556626836,66.3881737424175,99.6733651846267
"ENSG00000116675","DNAJC6","protein_coding","+","chr1",78.2448470715081,230.435403782778,74.0084866922376,216.587640194363,110.545182556309,122.522368126709,0.923304997224939,0.0115273930163443,0.0361832667027818,87.5995054400183,189.848470701283,138.723988070651
"ENSG00000116679","IVNS1ABP","protein_coding","-","chr1",252.363746621946,129.810254954725,377.404433407851,230.8876998404,621.910696906133,350.409924783475,-0.608706887328258,0.0898530041871657,0.137587044797536,417.226292311977,237.035959859534,327.131126085755
"ENSG00000116685","KIAA2013","protein_coding","-","chr1",206.239033726593,27.3074175681204,231.67342503988,68.151459458435,399.472015767542,127.933249211423,-1.64213446163408,0.000399432367169106,0.00654777771034013,279.128158178005,74.4640420793263,176.796100128666
"ENSG00000116688","MFN2","protein_coding","+","chr1",583.346448627803,219.083293573965,644.572598426594,190.729727832735,979.47040641514,433.126441739343,-1.19744713717899,0.00148454508186898,0.0129127866194421,735.796484489846,280.979821048681,508.388152769263
"ENSG00000116691","MIIP","protein_coding","+","chr1",109.158434284335,23.2686577984419,125.039216437678,37.6833885293106,236.486665180495,50.6353735198554,-1.8529563473418,4.68349903605389e-05,0.00210541295128453,156.894771967503,37.1958066158693,97.045289291686
"ENSG00000116698","SMG7","protein_coding","+","chr1",634.545399966735,213.010491611432,757.756067570589,503.824149469871,1129.59685677565,656.277210660585,-0.679275856371413,0.0565024866344004,0.0993981131521481,840.632774770992,457.703950580629,649.168362675811
"ENSG00000116701","NCF2","protein_coding","-","chr1",564.02035628996,135.61955420292,903.323856776331,361.644160140775,1202.09670256121,553.274888975631,-1.09316268889213,0.00721312005880696,0.0279717807721751,889.813638542499,350.179534439775,619.996586491137
"ENSG00000116704","SLC35D1","protein_coding","-","chr1",117.661923356595,79.3556343465748,187.662368310594,119.591860981147,349.919619388309,197.877692652017,-0.509179951105386,0.158034656575183,0.211848728759117,218.4146370185,132.275062659913,175.344849839206
"ENSG00000116711","PLA2G4A","protein_coding","+","chr1",14.9253951508653,27.6758387913088,33.102247668555,43.9215714370274,65.5705925987997,44.3945605593947,0.0202720709277134,0.957008718620645,0.963604230120442,37.86607847274,38.663990262577,38.2650343676585
